Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Dennis,2020-02-02 01:28:22,00:01:43,Autoplayed: user action: None; ,BoJack Horseman: Season 6: Sunk Cost and All That (Episode 11),,Apple iPhone X (CDMA),00:00:03,Not latest view,US (United States)
Dennis,2020-02-02 01:11:52,00:16:29,,BoJack Horseman: Season 6: Good Damage (Episode 10),,Apple iPhone X (CDMA),00:25:14,00:25:14,US (United States)
Dennis,2020-02-01 06:51:13,00:07:47,Autoplayed: user action: None; ,BoJack Horseman: Season 6: Good Damage (Episode 10),,Apple iPhone X (CDMA),00:08:44,Not latest view,US (United States)
Dennis,2020-02-01 06:39:29,00:11:29,,BoJack Horseman: Season 6: Intermediate Scene Study w/ BoJack Horseman (Episode 9),,Apple iPhone X (CDMA),00:25:22,00:25:22,US (United States)
Dennis,2020-01-31 23:01:46,00:13:03,,BoJack Horseman: Season 6: Intermediate Scene Study w/ BoJack Horseman (Episode 9),,Apple iPhone X (CDMA),00:13:52,Not latest view,US (United States)
Dennis,2020-01-27 04:13:11,00:19:16,,Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Eight: Sabrina Is Legend (Episode 8),,Chrome PC (Cadmium),00:58:48,00:58:48,US (United States)
Dennis,2020-01-27 03:05:08,00:32:31,,Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Eight: Sabrina Is Legend (Episode 8),,Chrome PC (Cadmium),00:38:42,Not latest view,US (United States)
Dennis,2020-01-27 01:45:22,00:50:16,,Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Seven: The Judas Kiss (Episode 7),,Chrome PC (Cadmium),00:53:28,00:53:28,US (United States)
Dennis,2020-01-27 00:50:28,00:54:50,,Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Six: All of Them Witches (Episode 6),,Chrome PC (Cadmium),00:56:40,00:56:40,US (United States)
Dennis,2020-01-26 23:55:19,00:54:26,,Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Five: The Devil Within (Episode 5),,Chrome PC (Cadmium),00:55:47,00:55:47,US (United States)
Dennis,2020-01-26 23:43:59,00:11:17,,Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Four: The Hare Moon (Episode 4),,Chrome PC (Cadmium),00:56:18,00:56:18,US (United States)
Dennis,2020-01-26 19:03:04,00:42:17,,Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Four: The Hare Moon (Episode 4),,Apple iPhone X (CDMA),00:45:11,Not latest view,US (United States)
Dennis,2020-01-26 19:01:31,00:01:26,,Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Three: Heavy Is the Crown (Episode 3),,Apple iPhone X (CDMA),00:55:58,00:55:58,US (United States)
Dennis,2020-01-26 18:00:03,00:50:35,,Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Three: Heavy Is the Crown (Episode 3),,Chrome PC (Cadmium),00:54:42,Not latest view,US (United States)
Dennis,2020-01-26 08:40:55,00:00:16,,Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Three: Heavy Is the Crown (Episode 3),,Apple iPhone X (CDMA),00:02:17,Not latest view,US (United States)
Dennis,2020-01-26 07:49:07,00:51:14,,Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Two: Drag Me to Hell (Episode 2),,Apple iPhone X (CDMA),00:54:33,00:54:33,US (United States)
Dennis,2020-01-26 05:14:08,00:56:45,,Chilling Adventures of Sabrina: Part 3: Chapter Twenty-One: The Hellbound Heart (Episode 1),,Chrome PC (Cadmium),00:58:20,00:58:20,US (United States)
Dennis,2020-01-23 23:17:15,00:03:12,,You: Season 1: The Last Nice Guy in New York (Episode 2),,Apple iPhone X (CDMA),00:27:54,00:27:54,US (United States)
Dennis,2020-01-21 05:22:04,00:06:47,,You: Season 1: The Last Nice Guy in New York (Episode 2),,Chrome PC (Cadmium),00:24:41,Not latest view,US (United States)
Dennis,2020-01-21 00:36:29,00:10:19,,You: Season 1: The Last Nice Guy in New York (Episode 2),,Apple iPhone X (CDMA),00:17:54,Not latest view,US (United States)
Dennis,2020-01-19 03:26:44,00:06:50,,You: Season 1: The Last Nice Guy in New York (Episode 2),,Chrome PC (Cadmium),00:07:38,Not latest view,US (United States)
Dennis,2020-01-18 00:52:01,00:16:44,,You: Season 1: Pilot (Episode 1),,Apple iPhone X (CDMA),00:47:35,00:47:35,US (United States)
Dennis,2020-01-16 06:02:59,00:16:41,,You: Season 1: Pilot (Episode 1),,Apple iPhone X (CDMA),00:31:10,Not latest view,US (United States)
Dennis,2020-01-16 06:02:55,00:00:01,,You: Season 1: Pilot (Episode 1),,Apple iPhone X (CDMA),00:14:18,Not latest view,US (United States)
Dennis,2020-01-16 05:12:57,00:14:17,,You: Season 1: Pilot (Episode 1),,Apple iPhone X (CDMA),00:14:17,Not latest view,US (United States)
Dennis,2020-01-16 00:44:52,00:11:17,,Betting on Zero,,Apple iPhone X (CDMA),01:29:40,01:29:40,US (United States)
Dennis,2020-01-15 17:25:43,00:13:19,,Betting on Zero,,Apple iPhone X (CDMA),01:17:12,Not latest view,US (United States)
Dennis,2020-01-15 06:26:41,00:27:39,,Betting on Zero,,Apple iPhone X (CDMA),01:03:53,Not latest view,US (United States)
Dennis,2020-01-15 01:37:44,00:35:43,,Betting on Zero,,Apple iPhone X (CDMA),00:36:13,Not latest view,US (United States)
Dennis,2019-12-24 04:14:59,00:42:29,Autoplayed: user action: Unspecified; ,Grand Hotel: Season 2: Part 37 (Episode 23),,Roku 3 Set Top Box,00:44:39,00:44:39,US (United States)
Dennis,2019-12-23 20:06:48,02:07:21,Autoplayed: user action: Unspecified; ,Star Wars: Episode VIII: The Last Jedi,,Roku 3 Set Top Box,02:07:21,02:07:21,US (United States)
Dennis,2019-12-22 23:22:42,02:07:11,Autoplayed: user action: Unspecified; ,6 Underground,,Roku 3 Set Top Box,02:06:58,02:06:58,US (United States)
Dennis,2019-12-22 18:49:46,01:56:20,Autoplayed: user action: Unspecified; ,Knowing,,Roku 3 Set Top Box,01:56:20,01:56:20,US (United States)
Dennis,2019-12-22 06:34:19,00:42:32,Autoplayed: user action: None; ,Grand Hotel: Season 2: Part 36 (Episode 22),,Roku 3 Set Top Box,00:44:36,00:44:36,US (United States)
Dennis,2019-12-22 05:52:46,00:41:32,Autoplayed: user action: None; ,Grand Hotel: Season 2: Part 35 (Episode 21),,Roku 3 Set Top Box,00:44:16,00:44:16,US (United States)
Dennis,2019-12-22 05:11:18,00:41:26,Autoplayed: user action: None; ,Grand Hotel: Season 2: Part 34 (Episode 20),,Roku 3 Set Top Box,00:44:06,00:44:06,US (United States)
Dennis,2019-12-22 04:29:14,00:41:59,Autoplayed: user action: Unspecified; ,Grand Hotel: Season 2: Part 33 (Episode 19),,Roku 3 Set Top Box,00:43:50,00:43:50,US (United States)
Dennis,2019-12-22 04:05:10,00:21:23,Autoplayed: user action: None; ,Arrested Development: Season 1: Bringing Up Buster (Episode 3),,Roku 3 Set Top Box,00:21:39,Not latest view,US (United States)
Dennis,2019-12-22 03:43:50,00:21:17,Autoplayed: user action: None; ,Arrested Development: Season 1: Top Banana (Episode 2),,Roku 3 Set Top Box,00:21:33,Not latest view,US (United States)
Dennis,2019-12-22 03:22:35,00:21:12,,Arrested Development: Season 1: Pilot (Episode 1),,Roku 3 Set Top Box,00:21:12,Not latest view,US (United States)
Dennis,2019-12-22 03:22:24,00:00:04,Autoplayed: user action: None; ,Arrested Development: Season 1: Top Banana (Episode 2),,Roku 3 Set Top Box,00:13:02,Not latest view,US (United States)
Dennis,2019-12-22 03:19:07,00:00:23,Autoplayed: user action: None; ,Surviving R. Kelly: Season 1: Hiding in Plain Sight (Episode 2),,Roku 3 Set Top Box,00:00:23,00:00:23,US (United States)
Dennis,2019-12-22 02:29:52,00:49:11,Autoplayed: user action: Unspecified; ,Surviving R. Kelly: Season 1: The Pied Piper of R&B (Episode 1),,Roku 3 Set Top Box,00:49:11,00:49:11,US (United States)
Dennis,2019-12-21 22:20:42,01:12:37,,Selfless,,Roku 3 Set Top Box,01:51:07,01:51:07,US (United States)
Dennis,2019-12-21 21:41:47,00:38:31,Autoplayed: user action: Unspecified; ,Selfless,,Roku 3 Set Top Box,00:38:31,Not latest view,US (United States)
Dennis,2019-12-21 21:13:24,00:20:47,Autoplayed: user action: None; ,"What's New, Scooby-Doo?: What's New Scooby-Doo?: Season 1: Space Ape at the Cape (Episode 3)",,Roku 3 Set Top Box,00:20:49,00:20:49,US (United States)
Dennis,2019-12-21 20:52:32,00:20:50,Autoplayed: user action: None; ,"What's New, Scooby-Doo?: What's New Scooby-Doo?: Season 1: 3-D Struction (Episode 2)",,Roku 3 Set Top Box,00:20:52,00:20:52,US (United States)
Dennis,2019-12-21 20:31:30,00:20:49,Autoplayed: user action: Unspecified; ,"What's New, Scooby-Doo?: What's New Scooby-Doo?: Season 1: There's No Creature Like Snow Creature (Episode 1)",,Roku 3 Set Top Box,00:20:49,00:20:49,US (United States)
Dennis,2019-12-21 09:01:07,00:41:28,,Grand Hotel: Season 2: Part 32 (Episode 18),,Roku 3 Set Top Box,00:44:16,00:44:16,US (United States)
Dennis,2019-12-21 08:18:28,00:42:37,,Grand Hotel: Season 2: Part 31 (Episode 17),,Roku 3 Set Top Box,00:44:29,00:44:29,US (United States)
Dennis,2019-12-21 07:35:39,00:42:48,Autoplayed: user action: None; ,Grand Hotel: Season 2: Part 30 (Episode 16),,Roku 3 Set Top Box,00:44:38,00:44:38,US (United States)
Dennis,2019-12-21 06:47:36,00:41:36,Autoplayed: user action: Unspecified; ,Grand Hotel: Season 2: Part 29 (Episode 15),,Roku 3 Set Top Box,00:43:28,00:43:28,US (United States)
Dennis,2019-12-21 06:02:52,00:44:38,Autoplayed: user action: Unspecified; ,Grand Hotel: Season 2: Part 28 (Episode 14),,Roku 3 Set Top Box,00:44:38,00:44:38,US (United States)
Dennis,2019-12-20 23:33:04,00:26:32,Autoplayed: user action: Unspecified; ,Fear and Loathing in Las Vegas,,Roku 3 Set Top Box,00:26:32,00:26:32,US (United States)
Dennis,2019-12-20 21:50:21,01:01:35,,6 Underground,,Roku 3 Set Top Box,01:01:35,Not latest view,US (United States)
Dennis,2019-12-20 19:28:03,00:00:07,Autoplayed: user action: None; ,American Crime: Season 1: Episode 1,,Roku 3 Set Top Box,00:00:07,00:00:07,US (United States)
Dennis,2019-12-20 05:36:31,00:42:48,Autoplayed: user action: Unspecified; ,Grand Hotel: Season 2: Part 27 (Episode 13),,Roku 3 Set Top Box,00:44:34,00:44:34,US (United States)
Dennis,2019-12-20 04:53:40,00:42:48,Autoplayed: user action: None; ,Grand Hotel: Season 2: Part 26 (Episode 12),,Roku 3 Set Top Box,00:44:32,00:44:32,US (United States)
Dennis,2019-12-20 04:10:27,00:43:07,Autoplayed: user action: Unspecified; ,Grand Hotel: Season 2: Part 25 (Episode 11),,Roku 3 Set Top Box,00:44:37,00:44:37,US (United States)
Dennis,2019-12-18 04:16:47,00:42:57,Autoplayed: user action: Unspecified; ,Grand Hotel: Season 2: Part 24 (Episode 10),,Roku 3 Set Top Box,00:44:35,00:44:35,US (United States)
Dennis,2019-12-17 04:14:39,00:42:58,,Grand Hotel: Season 2: Part 23 (Episode 9),,Roku 3 Set Top Box,00:44:36,00:44:36,US (United States)
Dennis,2019-12-17 03:30:04,00:44:32,Autoplayed: user action: Unspecified; ,Grand Hotel: Season 2: Part 22 (Episode 8),,Roku 3 Set Top Box,00:44:32,00:44:32,US (United States)
Dennis,2019-12-16 20:18:55,00:42:20,Autoplayed: user action: None; ,Stranger Things: Stranger Things 3: Chapter Five: The Flayed (Episode 5),,Roku 3 Set Top Box,00:42:24,00:42:24,US (United States)
Dennis,2019-12-16 19:39:55,00:38:07,,Stranger Things: Stranger Things 3: Chapter Four: The Sauna Test (Episode 4),,Roku 3 Set Top Box,00:49:41,00:49:41,US (United States)
Dennis,2019-12-16 19:37:56,00:01:45,,Stranger Things: Stranger Things 3: Chapter Five: The Flayed (Episode 5),,Roku 3 Set Top Box,00:01:45,Not latest view,US (United States)
Dennis,2019-12-16 19:36:13,00:01:35,,Stranger Things: Stranger Things 3: Chapter Four: The Sauna Test (Episode 4),,Roku 3 Set Top Box,00:01:35,Not latest view,US (United States)
Dennis,2019-12-16 19:35:36,00:00:09,Autoplayed: user action: None; ,Stranger Things: Stranger Things 3: Chapter Three: The Case of the Missing Lifeguard (Episode 3),,Roku 3 Set Top Box,00:00:09,00:00:09,US (United States)
Dennis,2019-12-15 07:45:41,00:42:54,,Grand Hotel: Season 2: Part 21 (Episode 7),,Roku 3 Set Top Box,00:44:34,00:44:34,US (United States)
Dennis,2019-12-15 07:02:52,00:42:47,,Grand Hotel: Season 2: Part 20 (Episode 6),,Roku 3 Set Top Box,00:44:37,00:44:37,US (United States)
Dennis,2019-12-15 06:19:59,00:42:50,Autoplayed: user action: None; ,Grand Hotel: Season 2: Part 19 (Episode 5),,Roku 3 Set Top Box,00:44:38,00:44:38,US (United States)
Dennis,2019-12-15 05:35:22,00:44:33,Autoplayed: user action: Unspecified; ,Grand Hotel: Season 2: Part 18 (Episode 4),,Roku 3 Set Top Box,00:44:33,00:44:33,US (United States)
Dennis,2019-12-15 04:41:24,00:49:50,,The Last Kingdom: Season 3: Episode 10,,Roku 3 Set Top Box,00:52:02,00:52:02,US (United States)
Dennis,2019-12-15 03:49:10,00:52:09,Autoplayed: user action: Unspecified; ,The Last Kingdom: Season 3: Episode 9,,Roku 3 Set Top Box,00:52:43,00:52:43,US (United States)
Dennis,2019-12-14 06:54:14,00:48:44,,The Last Kingdom: Season 3: Episode 8,,Roku 3 Set Top Box,00:51:28,00:51:28,US (United States)
Dennis,2019-12-14 05:59:14,00:54:57,,The Last Kingdom: Season 3: Episode 7,,Roku 3 Set Top Box,00:54:57,00:54:57,US (United States)
Dennis,2019-12-14 04:45:39,00:49:47,,The Last Kingdom: Season 3: Episode 6,,Roku 3 Set Top Box,00:52:05,00:52:05,US (United States)
Dennis,2019-12-14 03:55:05,00:50:27,,The Last Kingdom: Season 3: Episode 5,,Roku 3 Set Top Box,00:52:09,00:52:09,US (United States)
Dennis,2019-12-14 03:03:15,00:51:43,Autoplayed: user action: Unspecified; ,The Last Kingdom: Season 3: Episode 4,,Roku 3 Set Top Box,00:51:43,00:51:43,US (United States)
Dennis,2019-12-13 05:33:01,00:49:54,,The Last Kingdom: Season 3: Episode 3,,Roku 3 Set Top Box,00:51:44,00:51:44,US (United States)
Dennis,2019-12-13 04:41:11,00:51:46,Autoplayed: user action: Unspecified; ,The Last Kingdom: Season 3: Episode 2,,Roku 3 Set Top Box,00:51:46,00:51:46,US (United States)
Dennis,2019-12-12 06:15:57,00:53:52,Autoplayed: user action: Unspecified; ,The Last Kingdom: Season 3: Episode 1,,Roku 3 Set Top Box,00:54:04,00:54:04,US (United States)
Dennis,2019-12-12 05:48:24,00:27:28,,The Last Kingdom: Season 2: Episode 8,,Roku 3 Set Top Box,00:58:46,00:58:46,US (United States)
Dennis,2019-12-12 03:38:18,00:29:33,Autoplayed: user action: Unspecified; ,The Last Kingdom: Season 2: Episode 8,,Roku 3 Set Top Box,00:31:19,Not latest view,US (United States)
Dennis,2019-12-11 05:47:39,00:55:14,Autoplayed: user action: None; ,The Last Kingdom: Season 2: Episode 7,,Roku 3 Set Top Box,00:57:14,00:57:14,US (United States)
Dennis,2019-12-11 04:51:30,00:56:07,Autoplayed: user action: None; ,The Last Kingdom: Season 2: Episode 6,,Roku 3 Set Top Box,00:57:59,00:57:59,US (United States)
Dennis,2019-12-11 03:54:23,00:57:04,Autoplayed: user action: None; ,The Last Kingdom: Season 2: Episode 5,,Roku 3 Set Top Box,00:58:14,00:58:14,US (United States)
Dennis,2019-12-11 02:57:44,00:56:35,Autoplayed: user action: Unspecified; ,The Last Kingdom: Season 2: Episode 4,,Roku 3 Set Top Box,00:56:35,00:56:35,US (United States)
Dennis,2019-12-10 23:12:19,01:38:35,Autoplayed: user action: Unspecified; ,Limitless,,Roku 3 Set Top Box,01:38:35,01:38:35,US (United States)
Dennis,2019-12-10 05:35:38,00:56:48,Autoplayed: user action: None; ,The Last Kingdom: Season 2: Episode 3,,Roku 3 Set Top Box,00:58:48,00:58:48,US (United States)
Dennis,2019-12-10 04:38:26,00:57:06,Autoplayed: user action: Unspecified; ,The Last Kingdom: Season 2: Episode 2,,Roku 3 Set Top Box,00:58:45,00:58:45,US (United States)
Dennis,2019-12-10 00:49:17,00:19:05,Autoplayed: user action: None; ,The Office (U.S.): Season 7: The Seminar (Episode 14),,Roku 3 Set Top Box,00:19:05,00:19:05,US (United States)
Dennis,2019-12-10 00:27:40,00:21:35,Autoplayed: user action: None; ,The Office (U.S.): Season 7: Ultimatum (Episode 13),,Roku 3 Set Top Box,00:21:35,00:21:35,US (United States)
Dennis,2019-12-10 00:09:03,00:18:26,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 7: Classy Christmas: Part 2 (Episode 12),,Roku 3 Set Top Box,00:18:26,00:18:26,US (United States)
Dennis,2019-12-09 06:34:37,00:54:10,Autoplayed: user action: Unspecified; ,The Last Kingdom: Season 2: Episode 1,,Roku 3 Set Top Box,00:56:40,00:56:40,US (United States)
Dennis,2019-12-09 05:37:45,00:56:51,,The Last Kingdom: Season 1: Episode 8,,Roku 3 Set Top Box,00:58:31,00:58:31,US (United States)
Dennis,2019-12-09 04:40:08,00:56:11,,The Last Kingdom: Season 1: Episode 7,,Roku 3 Set Top Box,00:57:51,00:57:51,US (United States)
Dennis,2019-12-09 03:43:38,00:56:28,,The Last Kingdom: Season 1: Episode 6,,Roku 3 Set Top Box,00:58:08,00:58:08,US (United States)
Dennis,2019-12-09 02:45:32,00:58:04,,The Last Kingdom: Season 1: Episode 5,,Roku 3 Set Top Box,00:58:04,00:58:04,US (United States)
Dennis,2019-12-09 00:25:39,00:55:03,,The Last Kingdom: Season 1: Episode 4,,Roku 3 Set Top Box,00:56:43,00:56:43,US (United States)
Dennis,2019-12-08 23:28:59,00:56:38,Autoplayed: user action: None; ,The Last Kingdom: Season 1: Episode 3,,Roku 3 Set Top Box,00:58:18,00:58:18,US (United States)
Dennis,2019-12-08 22:32:27,00:56:29,Autoplayed: user action: None; ,The Last Kingdom: Season 1: Episode 2,,Roku 3 Set Top Box,00:58:15,00:58:15,US (United States)
Dennis,2019-12-08 21:33:50,00:58:35,Autoplayed: user action: Unspecified; ,The Last Kingdom: Season 1: Episode 1,,Roku 3 Set Top Box,00:58:35,00:58:35,US (United States)
Dennis,2019-12-08 06:32:44,00:42:28,Autoplayed: user action: None; ,Grand Hotel: Season 2: Part 17 (Episode 3),,Roku 3 Set Top Box,00:44:14,00:44:14,US (United States)
Dennis,2019-12-08 05:49:54,00:42:48,,Grand Hotel: Season 2: Part 16 (Episode 2),,Roku 3 Set Top Box,00:44:40,00:44:40,US (United States)
Dennis,2019-12-08 05:06:31,00:43:21,Autoplayed: user action: None; ,Grand Hotel: Season 2: Part 15 (Episode 1),,Roku 3 Set Top Box,00:44:23,00:44:23,US (United States)
Dennis,2019-12-08 04:17:41,00:42:42,,Grand Hotel: Season 1: Part 14 (Episode 14),,Roku 3 Set Top Box,00:44:36,00:44:36,US (United States)
Dennis,2019-12-08 03:33:21,00:44:14,,Grand Hotel: Season 1: Part 13 (Episode 13),,Roku 3 Set Top Box,00:44:14,00:44:14,US (United States)
Dennis,2019-12-08 01:23:48,00:44:05,Autoplayed: user action: Unspecified; ,Grand Hotel: Season 1: Part 12 (Episode 12),,Roku 3 Set Top Box,00:44:05,00:44:05,US (United States)
Dennis,2019-12-07 06:25:42,00:42:16,,Grand Hotel: Season 1: Part 11 (Episode 11),,Roku 3 Set Top Box,00:44:08,00:44:08,US (United States)
Dennis,2019-12-07 05:43:07,00:42:33,Autoplayed: user action: None; ,Grand Hotel: Season 1: Part 10 (Episode 10),,Roku 3 Set Top Box,00:44:23,00:44:23,US (United States)
Dennis,2019-12-07 04:58:39,00:44:26,Autoplayed: user action: Unspecified; ,Grand Hotel: Season 1: Part 9 (Episode 9),,Roku 3 Set Top Box,00:44:26,00:44:26,US (United States)
Dennis,2019-12-06 08:06:41,00:42:37,Autoplayed: user action: None; ,Grand Hotel: Season 1: Part 8 (Episode 8),,Roku 3 Set Top Box,00:44:17,00:44:17,US (United States)
Dennis,2019-12-06 07:22:15,00:44:20,,Grand Hotel: Season 1: Part 7 (Episode 7),,Roku 3 Set Top Box,00:44:20,00:44:20,US (United States)
Dennis,2019-12-06 04:51:46,00:44:19,Autoplayed: user action: Unspecified; ,Grand Hotel: Season 1: Part 6 (Episode 6),,Roku 3 Set Top Box,00:44:19,00:44:19,US (United States)
Dennis,2019-12-05 07:37:40,00:42:23,,Grand Hotel: Season 1: Part 5 (Episode 5),,Roku 3 Set Top Box,00:44:09,00:44:09,US (United States)
Dennis,2019-12-05 06:52:59,00:44:36,Autoplayed: user action: Unspecified; ,Grand Hotel: Season 1: Part 4 (Episode 4),,Roku 3 Set Top Box,00:44:36,00:44:36,US (United States)
Dennis,2019-12-05 00:40:43,01:33:13,Autoplayed: user action: Unspecified; ,The Princess and the Frog,,Roku 3 Set Top Box,01:33:13,01:33:13,US (United States)
Dennis,2019-12-04 08:38:40,00:42:44,,Grand Hotel: Season 1: Part 3 (Episode 3),,Roku 3 Set Top Box,00:44:28,00:44:28,US (United States)
Dennis,2019-12-04 07:54:44,00:43:54,Autoplayed: user action: Unspecified; ,Grand Hotel: Season 1: Part 2 (Episode 2),,Roku 3 Set Top Box,00:43:54,00:43:54,US (United States)
Dennis,2019-12-03 23:29:41,01:00:23,Autoplayed: user action: Unspecified; ,The Pursuit of Happyness,,Roku 3 Set Top Box,01:53:58,01:53:58,US (United States)
Dennis,2019-12-03 07:25:52,00:44:32,Autoplayed: user action: None; ,Grand Hotel: Season 1: Part 1 (Episode 1),,Roku 3 Set Top Box,00:44:32,00:44:32,US (United States)
Dennis,2019-12-02 18:43:37,00:08:51,,"BoJack Horseman: Season 6: A Quick One, While He's Away (Episode 8)",,Apple iPhone X (CDMA),00:24:50,00:24:50,US (United States)
Dennis,2019-12-02 17:39:54,00:08:23,,"BoJack Horseman: Season 6: A Quick One, While He's Away (Episode 8)",,Apple iPhone X (CDMA),00:15:59,Not latest view,US (United States)
Dennis,2019-12-02 07:24:26,00:00:53,Autoplayed: user action: None; ,Drug Squad: Costa del Sol: Season 1: November 30th (Episode 10),,Roku 3 Set Top Box,00:00:58,00:00:58,US (United States)
Dennis,2019-12-02 06:45:50,00:38:34,Autoplayed: user action: Unspecified; ,Drug Squad: Costa del Sol: Season 1: Delusion (Episode 9),,Roku 3 Set Top Box,01:02:58,01:02:58,US (United States)
Dennis,2019-12-02 06:44:27,00:06:46,Autoplayed: user action: None; ,"BoJack Horseman: Season 6: A Quick One, While He's Away (Episode 8)",,Apple iPhone X (CDMA),00:07:36,Not latest view,US (United States)
Dennis,2019-12-02 06:40:27,00:03:36,,BoJack Horseman: Season 6: The Face of Depression (Episode 7),,Apple iPhone X (CDMA),00:25:39,00:25:39,US (United States)
Dennis,2019-12-02 06:02:28,00:42:51,Autoplayed: user action: None; ,The Blacklist: Season 2: Dr. James Covington (No. 89) (Episode 3),,Roku 3 Set Top Box,00:42:51,00:42:51,US (United States)
Dennis,2019-12-02 05:19:51,00:42:34,Autoplayed: user action: Unspecified; ,The Blacklist: Season 2: Monarch Douglas Bank (No. 112) (Episode 2),,Roku 3 Set Top Box,00:42:34,00:42:34,US (United States)
Dennis,2019-12-02 03:50:08,00:22:43,,BoJack Horseman: Season 6: The Face of Depression (Episode 7),,Chrome PC (Cadmium),00:22:34,Not latest view,US (United States)
Dennis,2019-12-02 03:44:37,00:05:30,,BoJack Horseman: Season 6: The Kidney Stays in the Picture (Episode 6),,Chrome PC (Cadmium),00:24:49,00:24:49,US (United States)
Dennis,2019-12-02 02:41:42,02:34:56,Autoplayed: user action: Unspecified; ,Zodiac,,Roku 3 Set Top Box,02:34:56,02:34:56,US (United States)
Dennis,2019-12-01 20:34:52,00:12:44,,BoJack Horseman: Season 6: The Kidney Stays in the Picture (Episode 6),,Chrome PC (Cadmium),00:19:19,Not latest view,US (United States)
Dennis,2019-12-01 10:37:03,00:05:41,Autoplayed: user action: None; ,BoJack Horseman: Season 6: The Kidney Stays in the Picture (Episode 6),,Chrome PC (Cadmium),00:06:35,Not latest view,US (United States)
Dennis,2019-12-01 10:28:30,00:08:32,,"BoJack Horseman: Season 6: A Little Uneven, Is All (Episode 5)",,Chrome PC (Cadmium),00:24:55,00:24:55,US (United States)
Dennis,2019-12-01 06:59:59,01:36:24,Autoplayed: user action: Unspecified; ,Drive,,Roku 3 Set Top Box,01:36:24,01:36:24,US (United States)
Dennis,2019-12-01 02:57:43,00:04:53,,"BoJack Horseman: Season 6: A Little Uneven, Is All (Episode 5)",,Chrome PC (Cadmium),00:16:23,Not latest view,US (United States)
Dennis,2019-11-30 23:36:44,00:10:54,,"BoJack Horseman: Season 6: A Little Uneven, Is All (Episode 5)",,Samsung 2013 MStar X12 Smart TV,00:11:43,Not latest view,US (United States)
Dennis,2019-11-30 23:10:28,00:25:14,,BoJack Horseman: Season 6: Surprise! (Episode 4),,Samsung 2013 MStar X12 Smart TV,00:26:18,00:26:18,US (United States)
Dennis,2019-11-30 22:44:21,00:23:57,,BoJack Horseman: Season 6: Feel-Good Story (Episode 3),,Samsung 2013 MStar X12 Smart TV,00:26:09,00:26:09,US (United States)
Dennis,2019-11-30 22:19:48,00:24:18,,BoJack Horseman: Season 6: The New Client (Episode 2),,Samsung 2013 MStar X12 Smart TV,00:26:18,00:26:18,US (United States)
Dennis,2019-11-30 22:16:58,00:02:39,,BoJack Horseman: Season 6: A Horse Walks into a Rehab (Episode 1),,Samsung 2013 MStar X12 Smart TV,00:25:28,00:25:28,US (United States)
Dennis,2019-11-30 20:37:34,00:03:01,,BoJack Horseman: Season 6: A Horse Walks into a Rehab (Episode 1),,Apple iPhone X (CDMA),00:21:34,Not latest view,US (United States)
Dennis,2019-11-30 19:38:39,00:18:24,Autoplayed: user action: None; ,BoJack Horseman: Season 6: A Horse Walks into a Rehab (Episode 1),,Apple iPhone X (CDMA),00:18:29,Not latest view,US (United States)
Dennis,2019-11-30 19:14:17,00:24:04,Autoplayed: user action: None; ,BoJack Horseman: Season 5: The Stopped Show (Episode 12),,Apple iPhone X (CDMA),00:24:59,00:24:59,US (United States)
Dennis,2019-11-30 18:27:17,00:24:05,Autoplayed: user action: None; ,BoJack Horseman: Season 5: The Showstopper (Episode 11),,Apple iPhone X (CDMA),00:24:50,00:24:50,US (United States)
Dennis,2019-11-30 17:49:34,00:23:48,,BoJack Horseman: Season 5: Head in the Clouds (Episode 10),,Apple iPhone X (CDMA),00:24:56,00:24:56,US (United States)
Dennis,2019-11-30 06:30:25,00:00:41,Autoplayed: user action: None; ,BoJack Horseman: Season 5: Head in the Clouds (Episode 10),,Apple iPhone X (CDMA),00:00:46,Not latest view,US (United States)
Dennis,2019-11-30 06:06:12,00:24:09,,BoJack Horseman: Season 5: Ancient History (Episode 9),,Apple iPhone X (CDMA),00:25:03,00:25:03,US (United States)
Dennis,2019-11-30 06:04:56,00:24:07,Autoplayed: user action: Unspecified; ,Drug Squad: Costa del Sol: Season 1: Delusion (Episode 9),,Roku 3 Set Top Box,00:24:24,Not latest view,US (United States)
Dennis,2019-11-30 05:42:19,00:23:42,,BoJack Horseman: Season 5: Mr. Peanutbutter's Boos (Episode 8),,Apple iPhone X (CDMA),00:24:43,00:24:43,US (United States)
Dennis,2019-11-30 05:13:21,00:21:29,,BoJack Horseman: Season 5: INT. SUB (Episode 7),,Samsung 2013 MStar X12 Smart TV,00:24:59,00:24:59,US (United States)
